Cell;Band(MHz);Date;Data_Volume
cell0015;1800;29/01/2024;92400
cell0015;1800;30/01/2024;291500
cell0015;1800;31/01/2024;307300
cell0015;1800;01/02/2024;286400
cell0015;1800;02/02/2024;199000
cell0015;1800;03/02/2024;139200
cell0015;1800;04/02/2024;411300
cell0015;1800;05/02/2024;267000
cell0015;1800;06/02/2024;181400
cell0015;1800;07/02/2024;161400
cell0015;1800;08/02/2024;171600
cell0015;1800;09/02/2024;200000
cell0015;1800;10/02/2024;192200
cell0015;1800;11/02/2024;300000
cell0015;1800;12/02/2024;241600
cell0015;1800;13/02/2024;196900
cell0015;1800;14/02/2024;148400
cell0015;1800;15/02/2024;167600
cell0015;1800;16/02/2024;140700
cell0015;1800;17/02/2024;92900
cell0015;1800;18/02/2024;90900
cell0015;1800;19/02/2024;89400
cell0015;1800;20/02/2024;90900
cell0015;1800;21/02/2024;143100
cell0015;1800;22/02/2024;137500
cell0015;1800;23/02/2024;224700
cell0015;1800;24/02/2024;197700
cell0015;1800;25/02/2024;155500
cell0015;1800;26/02/2024;152600
cell0015;1800;27/02/2024;122100
cell0015;1800;28/02/2024;97900
cell0015;1800;29/02/2024;150900
cell0015;1800;01/03/2024;325700
cell0015;1800;02/03/2024;253700
cell0015;1800;03/03/2024;163800
cell0015;1800;04/03/2024;196000
cell0015;1800;05/03/2024;163300
cell0015;1800;06/03/2024;168000
cell0015;1800;07/03/2024;132800
cell0015;1800;08/03/2024;258900
cell0015;1800;09/03/2024;500001
cell0015;1800;10/03/2024;500001
cell0015;1800;11/03/2024;467600
cell0015;1800;12/03/2024;156100
cell0015;1800;13/03/2024;254400
cell0015;1800;14/03/2024;260700
cell0015;1800;15/03/2024;326000
cell0015;1800;16/03/2024;148600
cell0015;1800;17/03/2024;277500
cell0015;1800;18/03/2024;182100
cell0015;1800;19/03/2024;166000
cell0015;1800;20/03/2024;162500
cell0015;1800;21/03/2024;199600
cell0015;1800;22/03/2024;184800
cell0015;1800;23/03/2024;283800
cell0015;1800;24/03/2024;302100
cell0015;1800;25/03/2024;289600
cell0015;1800;26/03/2024;262100
cell0015;1800;27/03/2024;300000
cell0015;1800;28/03/2024;334500
cell0015;1800;29/03/2024;119200
cell0015;1800;30/03/2024;109900
cell0015;1800;31/03/2024;98500
cell0015;1800;01/04/2024;110200
cell0015;1800;02/04/2024;82500
cell0015;1800;03/04/2024;77200
cell0015;1800;04/04/2024;80400
cell0015;1800;05/04/2024;129200
cell0015;1800;06/04/2024;117000
cell0015;1800;07/04/2024;130900
cell0015;1800;08/04/2024;121500
cell0015;1800;09/04/2024;500001
cell0015;1800;10/04/2024;113700
cell0015;1800;11/04/2024;126500
cell0015;1800;12/04/2024;109200
cell0015;1800;13/04/2024;117200
cell0015;1800;14/04/2024;493300
cell0015;1800;15/04/2024;263300
cell0015;1800;16/04/2024;190800
cell0015;1800;17/04/2024;162500
cell0015;1800;18/04/2024;198800
cell0015;1800;19/04/2024;205500
cell0015;1800;20/04/2024;216900
cell0015;1800;21/04/2024;183900
cell0015;1800;22/04/2024;135700
cell0015;1800;23/04/2024;210400
cell0015;1800;24/04/2024;176600
cell0015;1800;25/04/2024;171000
cell0015;1800;26/04/2024;274400
cell0015;1800;27/04/2024;363600
cell0015;1800;28/04/2024;176900
cell0015;1800;29/04/2024;190200
cell0015;1800;30/04/2024;200400
cell0015;1800;01/05/2024;237300
cell0015;1800;02/05/2024;183900
cell0015;1800;03/05/2024;303100
cell0015;1800;04/05/2024;362500
cell0015;1800;05/05/2024;362500
cell0015;1800;06/05/2024;183300
cell0015;1800;07/05/2024;291000
cell0015;1800;08/05/2024;125000
cell0015;1800;09/05/2024;162000
cell0015;1800;10/05/2024;225000
cell0015;1800;11/05/2024;345700
cell0015;1800;12/05/2024;345200
cell0015;1800;13/05/2024;287500
cell0015;1800;14/05/2024;167800
cell0015;1800;15/05/2024;170600
cell0015;1800;16/05/2024;137200
cell0015;1800;17/05/2024;129400
cell0015;1800;18/05/2024;68700
cell0015;1800;19/05/2024;81600
cell0015;1800;20/05/2024;73500
cell0015;1800;21/05/2024;78300
cell0015;1800;22/05/2024;81300
cell0015;1800;23/05/2024;163300
cell0015;1800;24/05/2024;114200
cell0015;1800;25/05/2024;142000
cell0015;1800;26/05/2024;136600
cell0015;1800;27/05/2024;100000
cell0015;1800;28/05/2024;89300
cell0015;1800;29/05/2024;81500
cell0015;1800;30/05/2024;83000
cell0015;1800;31/05/2024;125900
cell0015;1800;01/06/2024;183000
cell0015;1800;02/06/2024;173200
cell0015;1800;03/06/2024;240100
cell0015;1800;04/06/2024;172000
cell0015;1800;05/06/2024;97000
cell0015;1800;06/06/2024;148800
cell0015;1800;07/06/2024;164600
cell0015;1800;08/06/2024;213800
cell0015;1800;09/06/2024;166000
cell0015;1800;10/06/2024;192500
cell0015;1800;11/06/2024;214500
cell0015;1800;12/06/2024;279600
cell0015;1800;13/06/2024;500001
cell0015;1800;14/06/2024;500001
cell0015;1800;15/06/2024;188300
cell0015;1800;16/06/2024;209800
cell0015;1800;17/06/2024;180100
cell0015;1800;18/06/2024;316700
cell0015;1800;19/06/2024;422200
cell0015;1800;20/06/2024;406300
cell0015;1800;21/06/2024;241700
cell0015;1800;22/06/2024;244400
cell0015;1800;23/06/2024;190600
cell0015;1800;24/06/2024;229400
cell0015;1800;25/06/2024;266700
cell0015;1800;26/06/2024;137500
cell0015;1800;27/06/2024;165000
cell0015;1800;28/06/2024;159800
cell0015;1800;29/06/2024;263800
cell0015;1800;30/06/2024;238200
cell0015;1800;04/07/2024;292200
cell0015;1800;05/07/2024;194300
cell0015;1800;06/07/2024;289400
cell0015;1800;07/07/2024;229100
cell0015;1800;08/07/2024;265500
cell0015;1800;09/07/2024;77800
cell0015;1800;10/07/2024;289600
cell0015;1800;11/07/2024;291400
cell0015;1800;12/07/2024;129300
cell0015;1800;13/07/2024;233500
cell0015;1800;14/07/2024;120700
cell0015;1800;15/07/2024;174300
cell0015;1800;16/07/2024;299500
cell0015;1800;17/07/2024;125000
cell0015;1800;18/07/2024;212500
cell0015;1800;19/07/2024;316900
cell0015;1800;20/07/2024;157300
cell0015;1800;21/07/2024;160700
cell0015;1800;22/07/2024;183100
cell0015;1800;23/07/2024;238100
cell0015;1800;24/07/2024;325900
cell0015;1800;25/07/2024;439200
cell0015;1800;26/07/2024;137500
cell0015;1800;27/07/2024;212500
cell0015;1800;28/07/2024;176000
cell0015;1800;29/07/2024;126300
cell0020;1800;01/01/2023;240200
cell0020;1800;02/01/2023;500001
cell0020;1800;03/01/2023;186100
cell0020;1800;04/01/2023;140200
cell0020;1800;05/01/2023;128400
cell0020;1800;06/01/2023;107500
cell0020;1800;07/01/2023;98900
cell0020;1800;08/01/2023;87500
cell0020;1800;09/01/2023;72300
cell0020;1800;10/01/2023;73200
cell0020;1800;11/01/2023;93300
cell0020;1800;12/01/2023;223900
cell0020;1800;13/01/2023;214500
cell0020;1800;14/01/2023;132600
cell0020;1800;15/01/2023;113900
cell0020;1800;16/01/2023;136300
cell0020;1800;17/01/2023;104200
cell0020;1800;18/01/2023;227000
cell0020;1800;19/01/2023;171200
cell0020;1800;20/01/2023;180900
cell0020;1800;21/01/2023;222600
cell0020;1800;22/01/2023;257300
cell0020;1800;23/01/2023;150900
cell0020;1800;24/01/2023;196000
cell0020;1800;25/01/2023;162500
cell0020;1800;26/01/2023;151400
cell0020;1800;27/01/2023;121700
cell0020;1800;28/01/2023;111300
cell0020;1800;29/01/2023;147500
cell0020;1800;30/01/2023;159400
cell0020;1800;31/01/2023;169200
cell0020;1800;01/02/2023;344200
cell0020;1800;02/02/2023;147600
cell0020;1800;03/02/2023;369100
cell0020;1800;04/02/2023;337000
cell0020;1800;05/02/2023;329300
cell0020;1800;06/02/2023;294400
cell0020;1800;07/02/2023;500001
cell0020;1800;08/02/2023;394400
cell0020;1800;09/02/2023;332400
cell0020;1800;10/02/2023;276300
cell0020;1800;11/02/2023;234800
cell0020;1800;12/02/2023;210000
cell0020;1800;13/02/2023;112500
cell0020;1800;14/02/2023;212500
cell0020;1800;15/02/2023;245800
cell0020;1800;16/02/2023;275000
cell0020;1800;17/02/2023;193800
cell0020;1800;18/02/2023;241700
cell0020;1800;19/02/2023;342200
cell0020;1800;20/02/2023;226000
cell0020;1800;21/02/2023;252700
cell0020;1800;22/02/2023;220600
cell0020;1800;23/02/2023;231300
cell0020;1800;24/02/2023;284900
cell0020;1800;25/02/2023;298600
cell0020;1800;26/02/2023;321800
cell0020;1800;27/02/2023;297700
cell0020;1800;28/02/2023;388300
cell0020;1800;01/03/2023;396400
cell0020;1800;02/03/2023;466700
cell0020;1800;03/03/2023;500001
cell0020;1800;04/03/2023;158200
cell0020;1800;05/03/2023;142200
cell0020;1800;06/03/2023;116600
cell0020;1800;07/03/2023;91500
cell0020;1800;08/03/2023;159400
cell0020;1800;09/03/2023;97600
cell0020;1800;10/03/2023;114500
cell0020;1800;11/03/2023;83400
cell0020;1800;12/03/2023;90000
cell0020;1800;13/03/2023;72600
cell0020;1800;14/03/2023;70800
cell0020;1800;15/03/2023;67700
cell0020;1800;16/03/2023;85800
cell0020;1800;17/03/2023;78800
cell0020;1800;18/03/2023;93000
cell0020;1800;19/03/2023;106500
cell0020;1800;20/03/2023;161100
cell0020;1800;21/03/2023;138700
cell0020;1800;22/03/2023;124600
cell0020;1800;23/03/2023;155600
cell0020;1800;24/03/2023;137300
cell0020;1800;25/03/2023;134400
cell0020;1800;26/03/2023;146700
cell0020;1800;27/03/2023;146900
cell0020;1800;28/03/2023;247000
cell0020;1800;29/03/2023;359000
cell0020;1800;30/03/2023;205000
cell0020;1800;31/03/2023;142600
cell0020;1800;01/04/2023;127200
cell0020;1800;02/04/2023;117000
cell0020;1800;03/04/2023;124500
cell0020;1800;04/04/2023;131300
cell0020;1800;05/04/2023;207000
cell0020;1800;06/04/2023;255800
cell0020;1800;07/04/2023;171900
cell0020;1800;08/04/2023;340300
cell0020;1800;09/04/2023;296200
cell0020;1800;10/04/2023;213400
cell0020;1800;11/04/2023;324600
cell0020;1800;12/04/2023;396000
cell0020;1800;13/04/2023;485300
cell0020;1800;14/04/2023;439900
cell0020;1800;15/04/2023;406200
cell0020;1800;16/04/2023;425900
cell0020;1800;17/04/2023;370500
cell0020;1800;18/04/2023;500001
cell0020;1800;19/04/2023;500001
cell0020;1800;20/04/2023;500001
cell0020;1800;21/04/2023;500001
cell0020;1800;22/04/2023;500001
cell0020;1800;23/04/2023;311900
cell0020;1800;24/04/2023;307400
cell0020;1800;25/04/2023;258300
cell0020;1800;26/04/2023;212500
cell0020;1800;27/04/2023;295500
cell0020;1800;28/04/2023;340400
cell0020;1800;29/04/2023;275000
cell0020;1800;30/04/2023;317100
cell0020;1800;01/05/2023;291700
cell0020;1800;02/05/2023;350000
cell0020;1800;03/05/2023;385300
cell0020;1800;04/05/2023;362500
cell0020;1800;05/05/2023;216700
cell0020;1800;06/05/2023;205800
cell0020;1800;07/05/2023;208300
cell0020;1800;08/05/2023;257100
cell0020;1800;09/05/2023;286800
cell0020;1800;10/05/2023;248200
cell0020;1800;11/05/2023;367400
cell0020;1800;12/05/2023;383600
cell0020;1800;13/05/2023;400000
cell0020;1800;14/05/2023;345800
cell0020;1800;15/05/2023;496400
cell0020;1800;16/05/2023;151600
cell0020;1800;17/05/2023;163100
cell0020;1800;18/05/2023;99300
cell0020;1800;19/05/2023;132400
cell0020;1800;20/05/2023;123700
cell0020;1800;21/05/2023;88300
cell0020;1800;22/05/2023;87500
cell0020;1800;23/05/2023;72100
cell0020;1800;24/05/2023;59300
cell0020;1800;25/05/2023;146500
cell0020;1800;26/05/2023;154600
cell0020;1800;27/05/2023;136000
cell0020;1800;28/05/2023;121900
cell0020;1800;29/05/2023;158500
cell0020;1800;30/05/2023;225600
cell0020;1800;31/05/2023;500001
cell0020;1800;01/06/2023;227100
cell0020;1800;02/06/2023;299600
cell0020;1800;03/06/2023;319800
cell0020;1800;04/06/2023;240900
cell0020;1800;05/06/2023;278300
cell0020;1800;06/06/2023;269600
cell0020;1800;07/06/2023;369800
cell0020;1800;08/06/2023;393500
cell0020;1800;09/06/2023;226900
cell0020;1800;10/06/2023;500001
cell0020;1800;11/06/2023;500001
cell0020;1800;12/06/2023;500001
cell0020;1800;13/06/2023;500001
cell0020;1800;14/06/2023;500001
cell0020;1800;15/06/2023;500001
cell0020;1800;16/06/2023;500001
cell0020;1800;17/06/2023;500001
cell0020;1800;18/06/2023;326500
cell0020;1800;19/06/2023;290600
cell0020;1800;20/06/2023;227800
cell0020;1800;21/06/2023;450000
cell0020;1800;22/06/2023;165300
cell0020;1800;23/06/2023;93300
cell0020;1800;24/06/2023;124400
cell0020;1800;25/06/2023;125700
cell0020;1800;26/06/2023;117600
cell0020;1800;27/06/2023;110400
cell0020;1800;28/06/2023;250000
cell0020;1800;29/06/2023;95300
cell0020;1800;30/06/2023;96400
cell0020;1800;01/07/2023;97600
cell0020;1800;02/07/2023;83800
cell0020;1800;03/07/2023;87800
cell0020;1800;04/07/2023;87500
cell0020;1800;05/07/2023;78800
cell0020;1800;06/07/2023;70200
cell0020;1800;07/07/2023;62900
cell0020;1800;08/07/2023;73000
cell0020;1800;09/07/2023;82100
cell0020;1800;10/07/2023;85700
cell0020;1800;11/07/2023;138200
cell0020;1800;12/07/2023;164800
cell0020;1800;13/07/2023;127200
cell0020;1800;14/07/2023;228900
cell0020;1800;15/07/2023;429000
cell0020;1800;16/07/2023;198500
cell0020;1800;17/07/2023;196700
cell0020;1800;18/07/2023;90800
cell0020;1800;19/07/2023;177500
cell0020;1800;20/07/2023;156900
cell0020;1800;21/07/2023;150700
cell0020;1800;22/07/2023;139300
cell0020;1800;23/07/2023;215700
cell0020;1800;24/07/2023;342400
cell0020;1800;25/07/2023;367100
cell0020;1800;26/07/2023;122400
cell0020;1800;27/07/2023;214600
cell0020;1800;28/07/2023;215800
cell0020;1800;29/07/2023;220900
cell0020;1800;30/07/2023;148700
cell0020;1800;31/07/2023;286100
cell0020;1800;01/08/2023;387800
cell0020;1800;02/08/2023;382100
cell0020;1800;03/08/2023;230700
cell0020;1800;04/08/2023;488900
cell0020;1800;05/08/2023;500001
cell0020;1800;06/08/2023;410000
cell0020;1800;07/08/2023;500001
cell0020;1800;08/08/2023;405200
cell0020;1800;09/08/2023;500001
cell0020;1800;10/08/2023;53300
cell0020;1800;11/08/2023;55600
cell0020;1800;12/08/2023;100400
cell0020;1800;13/08/2023;128600
cell0020;1800;14/08/2023;86800
cell0020;1800;15/08/2023;122200
cell0020;1800;16/08/2023;90700
cell0020;1800;17/08/2023;122100
cell0020;1800;18/08/2023;97400
cell0020;1800;19/08/2023;122200
cell0020;1800;20/08/2023;93300
cell0020;1800;21/08/2023;81900
cell0020;1800;22/08/2023;76800
cell0020;1800;23/08/2023;66100
cell0020;1800;24/08/2023;70600
cell0020;1800;25/08/2023;69500
cell0020;1800;26/08/2023;90800
cell0020;1800;27/08/2023;136700
cell0020;1800;28/08/2023;135700
cell0020;1800;29/08/2023;86900
cell0020;1800;30/08/2023;152700
cell0020;1800;31/08/2023;118000
cell0020;1800;01/09/2023;114600
cell0020;1800;02/09/2023;163600
cell0020;1800;03/09/2023;98600
cell0020;1800;04/09/2023;175600
cell0020;1800;05/09/2023;165800
cell0020;1800;06/09/2023;157300
cell0020;1800;07/09/2023;178100
cell0020;1800;08/09/2023;267900
cell0020;1800;09/09/2023;252700
cell0020;1800;10/09/2023;360300
cell0020;1800;11/09/2023;381300
cell0020;1800;12/09/2023;500000
cell0020;1800;13/09/2023;193800
cell0020;1800;14/09/2023;500000
cell0020;1800;15/09/2023;266700
cell0020;1800;16/09/2023;247700
cell0020;1800;17/09/2023;358600
cell0020;1800;18/09/2023;40400
cell0020;1800;19/09/2023;68300
cell0020;1800;20/09/2023;108300
cell0020;1800;21/09/2023;88300
cell0020;1800;22/09/2023;102600
cell0020;1800;23/09/2023;97000
cell0020;1800;24/09/2023;97300
cell0020;1800;25/09/2023;97600
cell0020;1800;26/09/2023;82900
cell0020;1800;27/09/2023;90000
cell0020;1800;28/09/2023;77900
cell0020;1800;29/09/2023;75800
cell0020;1800;30/09/2023;68200
cell0020;1800;01/10/2023;72100
cell0020;1800;02/10/2023;65800
cell0020;1800;03/10/2023;68000
cell0020;1800;04/10/2023;78800
cell0020;1800;05/10/2023;197700
cell0020;1800;06/10/2023;160600
cell0020;1800;07/10/2023;118300
cell0020;1800;08/10/2023;110000
cell0020;1800;09/10/2023;162200
cell0020;1800;10/10/2023;153800
cell0020;1800;11/10/2023;157300
cell0020;1800;12/10/2023;160600
cell0020;1800;13/10/2023;111400
cell0020;1800;14/10/2023;87500
cell0020;1800;15/10/2023;183000
cell0020;1800;16/10/2023;168800
cell0020;1800;17/10/2023;259800
cell0020;1800;18/10/2023;346700
cell0020;1800;19/10/2023;338700
cell0020;1800;20/10/2023;300000
cell0020;1800;21/10/2023;286900
cell0020;1800;22/10/2023;500001
cell0020;1800;23/10/2023;500001
cell0020;1800;24/10/2023;56500
cell0020;1800;25/10/2023;85400
cell0020;1800;26/10/2023;74300
cell0020;1800;27/10/2023;98200
cell0020;1800;28/10/2023;105100
cell0020;1800;29/10/2023;96500
cell0020;1800;30/10/2023;111100
cell0020;1800;31/10/2023;137100
cell0020;1800;01/11/2023;89700
cell0020;1800;02/11/2023;88000
cell0020;1800;03/11/2023;115000
cell0020;1800;04/11/2023;89000
cell0020;1800;05/11/2023;71500
cell0020;1800;06/11/2023;63500
cell0020;1800;07/11/2023;67000
cell0020;1800;08/11/2023;73300
cell0020;1800;09/11/2023;115700
cell0020;1800;10/11/2023;133800
cell0020;1800;11/11/2023;131000
cell0020;1800;12/11/2023;98500
cell0020;1800;13/11/2023;184100
cell0020;1800;14/11/2023;182600
cell0020;1800;15/11/2023;343200
cell0020;1800;16/11/2023;284800
cell0020;1800;17/11/2023;295100
cell0020;1800;18/11/2023;331300
cell0020;1800;19/11/2023;500001
cell0020;1800;20/11/2023;79900
cell0020;1800;21/11/2023;82300
cell0020;1800;22/11/2023;116700
cell0020;1800;23/11/2023;104000
cell0020;1800;24/11/2023;71900
cell0020;1800;25/11/2023;123400
cell0020;1800;26/11/2023;151900
cell0020;1800;27/11/2023;97900
cell0020;1800;28/11/2023;87100
cell0020;1800;29/11/2023;122200
cell0020;1800;30/11/2023;96000
cell0020;1800;01/12/2023;86100
cell0020;1800;02/12/2023;89400
cell0020;1800;03/12/2023;65500
cell0020;1800;04/12/2023;66400
cell0020;1800;05/12/2023;68500
cell0020;1800;06/12/2023;70900
cell0020;1800;07/12/2023;64900
cell0020;1800;08/12/2023;64100
cell0020;1800;09/12/2023;68100
cell0020;1800;10/12/2023;73700
cell0020;1800;11/12/2023;74600
cell0020;1800;12/12/2023;69900
cell0020;1800;13/12/2023;81500
cell0020;1800;14/12/2023;70900
cell0020;1800;15/12/2023;88300
cell0020;1800;16/12/2023;149500
cell0020;1800;17/12/2023;134600
cell0020;1800;18/12/2023;151600
cell0020;1800;19/12/2023;134500
cell0020;1800;20/12/2023;129300
cell0020;1800;21/12/2023;140300
cell0020;1800;22/12/2023;129200
cell0020;1800;23/12/2023;157400
cell0020;1800;24/12/2023;102300
cell0020;1800;25/12/2023;97100
cell0020;1800;26/12/2023;215500
cell0020;1800;27/12/2023;87700
cell0020;1800;28/12/2023;224400
cell0020;1800;29/12/2023;188100
cell0020;1800;30/12/2023;500001
cell0020;1800;31/12/2023;369400
cell0020;1800;01/01/2024;492500
cell0020;1800;02/01/2024;500001
cell0020;1800;03/01/2024;500001
cell0020;1800;04/01/2024;91700
cell0020;1800;05/01/2024;92800
cell0020;1800;06/01/2024;115600
cell0020;1800;07/01/2024;93400
cell0020;1800;08/01/2024;93100
cell0020;1800;09/01/2024;120100
cell0020;1800;10/01/2024;103300
cell0020;1800;11/01/2024;109000
cell0020;1800;12/01/2024;106500
cell0020;1800;13/01/2024;131000
cell0020;1800;14/01/2024;66600
cell0020;1800;15/01/2024;70400
cell0020;1800;16/01/2024;66400
cell0020;1800;17/01/2024;70500
cell0020;1800;18/01/2024;67300
cell0020;1800;19/01/2024;59700
cell0020;1800;20/01/2024;78800
cell0020;1800;21/01/2024;75300
cell0020;1800;22/01/2024;78600
cell0020;1800;23/01/2024;84000
cell0020;1800;24/01/2024;85500
cell0020;1800;25/01/2024;84000
cell0020;1800;26/01/2024;63500
cell0020;1800;27/01/2024;73100
cell0020;1800;28/01/2024;123100
cell0020;1800;29/01/2024;129900
cell0020;1800;30/01/2024;133500
cell0020;1800;31/01/2024;144500
cell0020;1800;01/02/2024;173900
cell0020;1800;02/02/2024;500001
cell0020;1800;03/02/2024;170900
cell0020;1800;04/02/2024;186900
cell0020;1800;05/02/2024;169300
cell0020;1800;06/02/2024;91700
cell0020;1800;07/02/2024;108900
cell0020;1800;08/02/2024;262100
cell0020;1800;09/02/2024;354000
cell0020;1800;10/02/2024;394400
cell0020;1800;11/02/2024;97100
cell0020;1800;12/02/2024;113500
cell0020;1800;13/02/2024;119900
cell0020;1800;14/02/2024;106300
cell0020;1800;15/02/2024;67800
cell0020;1800;16/02/2024;69700
cell0020;1800;17/02/2024;93200
cell0020;1800;18/02/2024;72400
cell0020;1800;19/02/2024;84500
cell0020;1800;20/02/2024;86700
cell0020;1800;21/02/2024;68200
cell0020;1800;22/02/2024;67000
cell0020;1800;23/02/2024;65000
cell0020;1800;24/02/2024;73100
cell0020;1800;25/02/2024;116700
cell0020;1800;26/02/2024;123700
cell0020;1800;27/02/2024;106300
cell0020;1800;28/02/2024;162500
cell0020;1800;29/02/2024;187800
cell0020;1800;01/03/2024;100600
cell0020;1800;02/03/2024;143400
cell0020;1800;03/03/2024;155600
cell0020;1800;04/03/2024;127900
cell0020;1800;05/03/2024;91200
cell0020;1800;06/03/2024;85800
cell0020;1800;07/03/2024;281300
cell0020;1800;08/03/2024;314300
cell0020;1800;09/03/2024;100500
cell0020;1800;10/03/2024;72700
cell0020;1800;11/03/2024;81600
cell0020;1800;12/03/2024;70300
cell0020;1800;13/03/2024;70600
cell0020;1800;14/03/2024;90600
cell0020;1800;15/03/2024;103800
cell0020;1800;16/03/2024;93700
cell0020;1800;17/03/2024;90500
cell0020;1800;18/03/2024;85400
cell0020;1800;19/03/2024;101600
cell0020;1800;20/03/2024;103400
cell0020;1800;21/03/2024;184500
cell0020;1800;22/03/2024;236500
cell0020;1800;23/03/2024;214500
cell0020;1800;24/03/2024;211300
cell0020;1800;25/03/2024;154300
cell0020;1800;26/03/2024;273300
cell0020;1800;27/03/2024;141000
cell0020;1800;28/03/2024;145700
cell0020;1800;29/03/2024;216100
cell0020;1800;30/03/2024;224500
cell0020;1800;31/03/2024;274100
cell0020;1800;01/04/2024;243700
cell0020;1800;02/04/2024;187500
cell0020;1800;03/04/2024;178500
cell0020;1800;04/04/2024;283300
cell0020;1800;05/04/2024;357100
cell0020;1800;06/04/2024;98000
cell0020;1800;07/04/2024;95600
cell0020;1800;08/04/2024;133200
cell0020;1800;09/04/2024;79200
cell0020;1800;10/04/2024;73400
cell0020;1800;11/04/2024;84500
cell0020;1800;12/04/2024;126500
cell0020;1800;13/04/2024;111500
cell0020;1800;14/04/2024;146800
cell0020;1800;15/04/2024;95300
cell0020;1800;16/04/2024;87800
cell0020;1800;17/04/2024;112500
cell0020;1800;18/04/2024;85900
cell0020;1800;19/04/2024;122500
cell0020;1800;20/04/2024;235200
cell0020;1800;21/04/2024;204800
cell0020;1800;22/04/2024;111300
cell0020;1800;23/04/2024;125000
cell0020;1800;24/04/2024;109200
cell0020;1800;25/04/2024;189800
cell0020;1800;26/04/2024;150300
cell0020;1800;27/04/2024;117100
cell0020;1800;28/04/2024;142900
cell0020;1800;29/04/2024;169700
cell0020;1800;30/04/2024;198100
cell0020;1800;01/05/2024;198000
cell0020;1800;02/05/2024;185600
cell0020;1800;03/05/2024;206300
cell0020;1800;04/05/2024;91300
cell0020;1800;05/05/2024;122100
cell0020;1800;06/05/2024;157200
cell0020;1800;07/05/2024;107100
cell0020;1800;08/05/2024;92800
cell0020;1800;09/05/2024;88600
cell0020;1800;10/05/2024;125800
cell0020;1800;11/05/2024;105100
cell0020;1800;12/05/2024;92900
cell0020;1800;13/05/2024;82300
cell0020;1800;14/05/2024;80700
cell0020;1800;15/05/2024;82200
cell0020;1800;16/05/2024;189800
cell0020;1800;17/05/2024;240500
cell0020;1800;18/05/2024;159300
cell0020;1800;19/05/2024;169900
cell0020;1800;20/05/2024;166100
cell0020;1800;21/05/2024;185400
cell0020;1800;22/05/2024;181800
cell0020;1800;23/05/2024;500001
cell0020;1800;24/05/2024;35000
cell0020;1800;25/05/2024;133200
cell0020;1800;26/05/2024;118500
cell0020;1800;27/05/2024;140800
cell0020;1800;28/05/2024;118200
cell0020;1800;29/05/2024;86100
cell0020;1800;30/05/2024;91300
cell0020;1800;31/05/2024;115000
cell0020;1800;01/06/2024;262500
cell0020;1800;02/06/2024;124200
cell0020;1800;03/06/2024;90600
cell0020;1800;04/06/2024;88900
cell0020;1800;05/06/2024;114200
cell0020;1800;06/06/2024;125000
cell0020;1800;07/06/2024;95800
cell0020;1800;08/06/2024;84800
cell0020;1800;09/06/2024;92400
cell0020;1800;10/06/2024;216600
cell0020;1800;11/06/2024;142600
cell0020;1800;12/06/2024;140100
cell0020;1800;13/06/2024;219600
cell0020;1800;14/06/2024;123800
cell0020;1800;15/06/2024;125600
cell0020;1800;16/06/2024;99600
cell0020;1800;17/06/2024;187500
cell0020;1800;18/06/2024;208600
cell0020;1800;19/06/2024;173800
cell0020;1800;20/06/2024;192500
cell0020;1800;21/06/2024;266700
cell0020;1800;22/06/2024;121400
cell0020;1800;23/06/2024;221300
cell0020;1800;24/06/2024;137500
cell0020;1800;25/06/2024;161400
cell0020;1800;26/06/2024;107800
cell0020;1800;27/06/2024;112900
cell0020;1800;28/06/2024;105200
cell0020;1800;29/06/2024;101200
cell0020;1800;30/06/2024;127600
cell0020;1800;01/07/2024;106400
cell0020;1800;02/07/2024;96700
cell0020;1800;03/07/2024;175900
cell0020;1800;04/07/2024;83800
cell0020;1800;05/07/2024;224200
cell0020;1800;06/07/2024;141700
cell0020;1800;07/07/2024;226900
cell0020;1800;08/07/2024;204600
cell0020;1800;09/07/2024;239800
cell0020;1800;10/07/2024;295200
cell0020;1800;11/07/2024;96000
cell0020;1800;12/07/2024;90600
cell0020;1800;13/07/2024;121900
cell0020;1800;14/07/2024;209400
cell0020;1800;15/07/2024;200000
cell0020;1800;16/07/2024;116800
cell0020;1800;17/07/2024;112800
cell0020;1800;18/07/2024;240000
cell0020;1800;19/07/2024;275000
cell0020;1800;20/07/2024;103500
cell0020;1800;21/07/2024;59000
cell0020;1800;22/07/2024;181400
cell0020;1800;23/07/2024;279500
cell0020;1800;24/07/2024;159400
cell0020;1800;25/07/2024;300900
cell0020;1800;26/07/2024;364600
cell0020;1800;27/07/2024;85600
cell0020;1800;28/07/2024;358800
cell0020;1800;29/07/2024;272600
